Date,Open,High,Low,Close,Volume
2016-01-04,23.484395288381343,24.11607817288056,23.34478418444958,24.111499786376953,270597600
2016-01-05,24.203048591614944,24.225935285971826,23.43862217400943,23.507282257080078,223164000
2016-01-06,23.015199504875977,23.429455983771952,22.857280166756205,23.0472412109375,273829600
2016-01-07,22.58493436924737,22.916795798213553,22.069975895659475,22.074552536010742,324377600
2016-01-08,22.555181439806713,22.68334832107304,22.145503163024365,22.19127655029297,283192000
2016-01-11,22.651309333437062,22.671906836350004,22.278249372234644,22.55060577392578,198957600
2016-01-12,23.01291834885075,23.044960063670093,22.621548446435575,22.877883911132812,196616800
2016-01-13,22.960284346213,23.1594022738872,22.269096329263764,22.28969383239746,249758400
2016-01-14,22.420146234671964,22.996900673510336,21.912053620600027,22.777183532714844,252680400
2016-01-15,22.017336871351613,22.362931744163657,21.825086529057007,22.230186462402344,319335600
2016-01-19,22.523137110566598,22.578065518154958,21.857123402255194,22.12261390686035,212350800
2016-01-20,21.765575096212956,22.472785553380763,21.381072747204875,22.152366638183594,289337600
2016-01-21,22.214160507730213,22.40183416624353,21.72895637633326,22.040220260620117,208646000
2016-01-22,22.573491200970356,23.221194974781717,22.51398614291705,23.212039947509766,263202000
2016-01-25,23.234924034901187,23.237213227997977,22.706233928818538,22.758874893188477,207178000
2016-01-26,22.871020607445256,23.088446802921126,22.44532149647459,22.88475227355957,300308000
2016-01-27,21.980714092863074,22.11574679481418,21.362762946416773,21.381072998046875,533478800
2016-01-28,21.46575422163872,21.632828629541894,21.14533532440998,21.534414291381836,222715200
2016-01-29,21.69463297260709,22.27825164794922,21.59392940280898,22.27825164794922,257666000
2016-02-01,22.079131833863883,22.134060251060546,21.8342405306061,22.069976806640625,163774000
2016-02-02,21.83881714271245,21.980717445273882,21.577904978689393,21.623680114746094,149428800
2016-02-03,21.74268775773952,22.163808450898888,21.532127411159834,22.05166244506836,183857200
2016-02-04,22.058570573938848,22.396836017963416,21.904395716855714,22.228853225708008,185886800
2016-02-05,22.2104412698917,22.3024865528112,21.559224711704818,21.635160446166992,185672400
2016-02-08,21.430358099876145,22.02174664707847,21.409648835347493,21.86297035217285,216085600
2016-02-09,21.697288111252455,22.076973742214253,21.614447546111062,21.858366012573242,177324800
2016-02-10,22.072377555072663,22.17132594191395,21.65357312240866,21.692691802978516,169374400
2016-02-11,21.582232549805827,21.796237056275253,21.306096739990526,21.561521530151367,200298800
2016-02-12,21.67428127157248,21.745615533217087,21.40274864759966,21.628257751464844,161405600
2016-02-16,21.865275439006325,22.286381474614846,21.770930285344775,22.23805809020996,196231600
2016-02-17,22.244957001546247,22.599330176234613,22.125299370584624,22.57862091064453,179452800
2016-02-18,22.744298355900167,22.75580467287733,22.111489545740916,22.150609970092773,156084000
2016-02-19,22.09078613982748,22.26567202167414,22.044764370950016,22.099990844726562,141496800
2016-02-22,22.16211570319312,22.297882877108385,22.07237204400234,22.29327964782715,137123200
2016-02-23,22.18282709127645,22.20583797121118,21.757119667822348,21.789335250854492,127770400
2016-02-24,21.625957315963838,22.17822549759841,21.474082337081917,22.113794326782227,145022800
2016-02-25,22.1022912236866,22.265670776367188,21.918200647236944,22.265670776367188,110330800
2016-02-26,22.366911447061547,22.555603434063535,22.22424296641203,22.300180435180664,115964400
2016-02-29,22.28867807309106,22.603932563958306,22.240354699562662,22.24955940246582,140865200
2016-03-01,22.470471042196614,23.188420441449587,22.417544429899383,23.133193969726562,201628400
2016-03-02,23.1285942485777,23.216036315069406,22.92839585943061,23.183820724487305,132678400
2016-03-03,23.144696631636286,23.40472291070587,23.114780907649912,23.356399536132812,147822800
2016-03-04,23.556595236734687,23.874149557867675,23.326482951839576,23.703866958618164,184220400
2016-03-07,23.561203134752866,23.66245312951366,23.23214240739816,23.441545486450195,143315600
2016-03-08,23.19071716462613,23.41622798965404,23.10327512320827,23.248245239257812,126247600
2016-03-09,23.312675371680925,23.37480667268316,23.073358381115234,23.26895523071289,108806800
2016-03-10,23.335692396005687,23.526684297011272,23.04575036654523,23.28046417236328,134054400
2016-03-11,23.526684917072252,23.535889621255247,23.356402278731334,23.531288146972656,109632800
2016-03-14,23.45075093752451,23.680863292492894,23.42083520778314,23.59111785888672,100304400
2016-03-15,23.9224790222427,24.20321636224274,23.897166524005463,24.065149307250977,160270800
2016-03-16,24.072053015241547,24.463243307040333,24.067449785106746,24.385005950927734,153214000
2016-03-17,24.281447593763495,24.50005531836142,24.152585275679606,24.34588050842285,137682800
2016-03-18,24.470153338855393,24.506972167907765,24.20552546641965,24.373506546020508,176820800
2016-03-21,24.375796313063187,24.77158975489546,24.19400738312313,24.37119483947754,142010800
2016-03-22,24.219323165227863,24.68875253748931,24.21011846118927,24.557588577270508,129777600
2016-03-23,24.502362316354223,24.638127751934263,24.368896740089987,24.42182159423828,102814000
2016-03-24,24.269951510930298,24.449438875422754,24.1364859173679,24.31597328186035,104532000
2016-03-28,24.391905320659404,24.435627222182756,24.17559918337667,24.205514907836914,77645600
2016-03-29,24.13648403450857,24.803810194645195,24.134182419456206,24.77849769592285,124760400
2016-03-30,25.001704047327113,25.409002083343875,24.99019772902104,25.211105346679688,182404400
2016-03-31,25.2479273990744,25.289347692424087,25.054632111569898,25.079944610595703,103553600
2016-04-01,25.03161718302768,25.312354486412165,24.898151619842007,25.3100528717041,103496000
2016-04-04,25.409003928271606,25.816303749479772,25.374486726464806,25.570083618164062,149424800
