Date,Open,High,Low,Close,Volume
2016-01-04,48.7003538904131,49.13069534301758,47.86656625722634,49.13069534301758,53778000
2016-01-05,49.247247187493066,49.65965731844497,48.89759497124908,49.35483169555664,34079700
2016-01-06,48.70036166177225,48.772086958676816,48.090710318285005,48.45829391479492,39518900
2016-01-07,47.247945149269306,47.956216864342174,46.68312056711821,46.77277374267578,56564900
2016-01-08,46.95208465241256,47.76794088194864,46.754846977393065,46.91622543334961,48754000
2016-01-11,47.077613223293824,47.38243889823257,46.13624092188167,46.889339447021484,36943800
2016-01-12,47.301747936488766,47.606573600395514,46.674168704960444,47.319679260253906,36095500
2016-01-13,48.23414947027696,48.47621717699627,45.99278561552385,46.297611236572266,66883600
2016-01-14,46.62036213694296,47.89345499982808,46.234847330283515,47.61552810668945,52381900
2016-01-15,46.00174563334233,46.59346545961583,45.132095502285345,45.71485137939453,71820700
2016-01-19,46.154150457698044,46.333460197139445,44.88105780575684,45.32933044433594,43564500
2016-01-20,44.80933853163638,46.06450345545559,44.02037762466289,45.53554153442383,63273000
2016-01-21,45.72382203651182,46.24382008560977,45.09623948141248,45.25761795043945,40191200
2016-01-22,46.091398742352595,46.91622228636511,45.95691556472633,46.8803596496582,37555800
2016-01-25,46.56657052788422,47.20312041146848,46.30657494055777,46.432090759277344,34707700
2016-01-26,46.43208893951747,47.01484142074054,46.216916530110105,46.77277374267578,28900800
2016-01-27,46.62933470212077,46.79968055331231,45.741756481896495,45.92106628417969,36775200
2016-01-28,46.494854019531324,46.808643602442956,45.94796067212825,46.674163818359375,62513800
2016-01-29,49.067944304250936,49.39070129394532,48.4134663729486,49.39070129394531,83611700
2016-02-01,49.202429043492295,49.390702819947585,48.86174071939432,49.05001449584961,44208500
2016-02-02,48.565871024357136,48.64656026102877,47.20312479175824,47.51691436767578,56313800
2016-02-03,47.74105164241514,47.866567475112085,45.9569244518015,46.763816833496094,57559800
2016-02-04,46.710025967220226,47.34657596392516,46.055548067554746,46.6203727722168,46987100
2016-02-05,46.566576046099634,46.62037001194679,44.432800034911885,44.970726013183594,62009000
2016-02-08,44.423825138502856,44.441756457414336,43.20452281291721,44.298309326171875,59290500
2016-02-09,43.948666156529235,45.04245289374963,43.63487314139957,44.181766510009766,46740500
2016-02-10,44.728662121661955,45.17693494856986,44.396941187364185,44.567283630371094,38237000
2016-02-11,43.64383369055254,44.925893984416085,43.49141918244557,44.54934310913086,48878600
2016-02-12,45.05141065616419,45.43692548861692,44.603137913316786,45.27554702758789,34243300
2016-02-16,45.96181163648801,46.13337707519531,45.26651468287692,46.13337707519531,37291200
2016-02-17,46.49456861878767,47.65038507122472,46.458448493497826,47.3343391418457,40789000
