Date,Open,High,Low,Close,Volume
2022-04-01,173.24624085514364,174.09241888864904,171.1656569817865,173.5249786376953,78751300
2022-04-04,173.78380185631977,177.68614565243314,173.65438247242136,177.63636779785156,76468400
2022-04-05,176.7006202184449,177.49702041800688,173.63448932367697,174.2716064453125,73401800
2022-04-06,171.5837642332182,172.8480489448071,169.36381146111216,171.05615234375,89058800
2022-04-07,170.38916389543385,172.57925289147934,169.0850660692005,171.36474609375,77594700
2022-04-08,171.0063659118593,171.0063659118593,168.43798344411078,169.323974609375,76575500
2022-04-11,167.95020074504785,168.2687516874166,164.75465068558222,165.00352478027344,72246700
2022-04-12,167.26331707222218,169.10497638286253,165.88952711623114,166.90493774414062,79265200
2022-04-13,166.63614486722585,170.26970071833287,166.01894194864445,169.63258361816406,70618900
2022-04-14,169.85160664701323,170.49868848101886,164.29673439744508,164.5456085205078,75329400
2022-04-18,163.18176913951493,165.84970740791573,162.83335451126285,164.32659912109375,69023900
2022-04-19,164.27683163729625,167.064224789693,163.17182994863464,166.64610290527344,67723800
2022-04-20,167.99996063613114,168.11943052885604,165.3519518568213,166.4768524169922,67929800
2022-04-21,168.14930859043832,170.75750442202852,165.162819247981,165.67051696777344,87227800
2022-04-22,165.71033713795472,167.11397551504817,160.77266831895557,161.0613555908203,84882400
2022-04-25,160.39437052186543,162.43514112153832,157.7463617180189,162.14645385742188,96046400
2022-04-26,161.51929399880987,161.608885030912,156.01420001639806,156.09384155273438,95623200
2022-04-27,155.20785213307005,159.07036795436642,154.68024024008278,155.86488342285156,88063200
2022-04-28,158.53280180423712,163.7790720889061,158.21423566479427,162.9030303955078,130216800
2022-04-29,161.11113481592176,165.45149975676915,156.54180995475113,156.94000244140625,131747600
2022-05-02,156.00424100224518,157.5173845301029,152.5797310990753,157.2486114501953,123055300
2022-05-03,157.43775246731067,159.98623605764243,155.6160073892082,158.7617645263672,88966500
2022-05-04,158.95090044842777,165.7302281643631,158.5427432991399,165.27230834960938,108256500
2022-05-05,163.11209667315114,163.3410565995918,154.25216930268923,156.06398010253906,130525300
2022-05-06,155.53558496824724,158.9551626192531,153.7111479750546,156.80172729492188,116124600
2022-05-09,154.45886290542302,155.35613520452472,151.02933644989548,151.59759521484375,131577900
2022-05-10,155.04706894771004,156.26336015261032,152.46493355950471,154.04013061523438,115366700
2022-05-11,153.03321791508907,154.97728506762394,145.366600199237,146.05450439453125,142689800
2022-05-12,142.3358481970326,145.75541044545304,138.37791954127903,142.12648010253906,182602000
2022-05-13,144.150302418905,147.64963834824385,142.67480731477008,146.6626434326172,113990900
2022-05-16,145.10739143571146,147.07140196314336,143.74154720534668,145.097412109375,86643800
2022-05-17,148.40732927046932,149.31456568432304,146.23395056543447,148.7861785888672,78336300
2022-05-18,146.403446691406,146.91189034473368,139.47456892929358,140.39178466796875,109742900
2022-05-19,139.45464791007922,141.2292339436955,136.18462318213085,136.93234252929688,136095600
2022-05-20,138.66703900731875,140.27214378347446,132.2067482317331,137.17160034179688,137426100
2022-05-23,137.37099013803913,142.82435772899245,137.23141647005303,142.67481994628906,117726300
2022-05-24,140.38181032123916,141.53828654373478,136.91239686614108,139.9331817626953,104132700
2022-05-25,138.0090410608773,141.35882424900942,137.91931839275315,140.0926971435547,92482700
2022-05-26,136.97220560781082,143.9010680810427,136.72296584105868,143.3427734375,90601500
2022-05-27,144.94787581550264,149.22482345081568,144.81826627090933,149.18495178222656,90978500
2022-05-31,148.61670168471503,150.20186301709586,146.3934719186632,148.38739013671875,103718400
2022-06-01,149.44416581410434,151.27858215400067,147.2309153535114,148.25779724121094,74286600
2022-06-02,147.38045668289442,150.80999821387627,146.41340519727262,150.75018310546875,72348100
2022-06-03,146.45327879488477,147.52003228349827,144.02071148406793,144.9379119873047,88570300
2022-06-06,146.58289540841923,148.1182209429532,144.45936765524692,145.6956024169922,71598400
2022-06-07,143.9110548750109,148.54690869219428,143.661815095326,148.25779724121094,67808200
2022-06-08,148.12818055667853,149.4142510644879,147.0115912654091,147.51007080078125,53950200
2022-06-09,146.63275412743616,147.50010372304712,142.09658693637337,142.2062530517578,69473000
2022-06-10,139.85342792338926,140.33196405447757,136.64321825307601,136.7130126953125,91437900
2022-06-13,132.46593780652177,134.7888541080491,131.0402937347601,131.4789581298828,122207100
2022-06-14,132.72516265725096,133.48284605572456,131.08017110397645,132.3562774658203,84784300
2022-06-15,133.88162524105692,136.92235341124507,131.75811279137469,135.01815795898438,91533000
2022-06-16,131.67835125762866,131.98740612470633,128.64758727023528,129.66448974609375,108123900
2022-06-17,129.6744681514834,132.67530935109914,129.41524906812032,131.15992736816406,134520300
2022-06-21,133.01427106236102,136.64320129865465,132.9145842874641,135.45681762695312,81000500
2022-06-22,134.38010567255995,137.34107531248333,133.5027920398187,134.93841552734375,73409200
2022-06-23,136.40394549077536,138.16855206887655,135.21756177887553,137.8495330810547,72433800
2022-06-24,139.47457499849813,141.47847256843522,139.344980657141,141.22923278808594,89116800
2022-06-27,142.2660635808878,143.0536698057293,140.54132856033974,141.22923278808594,70207900
2022-06-28,141.69780492676145,142.98387550113446,136.90243398226752,137.02206420898438,67083400
2022-06-29,137.04200346765757,140.24223363375714,136.25439726610963,138.80661010742188,66242400
2022-06-30,136.83263208417065,137.949221372376,133.36321878696964,136.3042449951172,98964500
2022-07-01,135.62629640698464,138.61717342331295,135.24746232933964,138.50750732421875,71051600
2022-07-05,137.35106345507765,141.17938285927693,136.51360622534293,141.12953186035156,73353800
2022-07-06,140.92016432069218,143.681729868042,140.6509811243744,142.48538208007812,74064300
2022-07-07,142.85426068139316,146.10435703635997,142.84429656699703,145.90496826171875,66253700
2022-07-08,144.81826386712297,147.1013085749407,144.55905999462664,146.5928497314453,64547800
2022-07-11,145.22702893329244,146.19408046837245,143.34277686015076,144.42945861816406,63141600
2022-07-12,145.31674088440934,147.99856307491393,144.60890850106705,145.41644287109375,77588800
2022-07-13,142.55517929229885,146.00464906836694,141.68781457889983,145.04757690429688,71185600
2022-07-14,143.6418741704605,148.49706029583317,142.81439626192045,148.01852416992188,78140700
2022-07-15,149.324519723378,150.40123728271143,147.74932265763394,149.7133331298828,76259900
2022-07-18,150.2816256802703,151.1091035888747,146.25390225073536,146.62278747558594,81420900
2022-07-19,147.47018154675837,150.77011358385616,146.46325837796405,150.5408172607422,82982400
2022-07-20,150.66045581308373,153.2525555836581,149.91273648069367,152.57461547851562,64823400
2022-07-21,154.03017271946675,155.0969262014118,151.4779599938253,154.87759399414062,65086600
2022-07-22,154.9174639736648,155.80475690708397,152.94348934213212,153.6214141845703,66675400
2022-07-25,153.5416680281462,154.5685347009658,151.81693301637966,152.48489379882812,53623900
2022-07-26,151.79697369609957,152.6244515015757,150.34142205746429,151.1389923095703,55138700
2022-07-27,152.11601284560462,156.8515683073005,151.69729187237277,156.31320190429688,78620700
2022-07-28,156.50263578343228,157.1606324426124,153.94045879828096,156.87152099609375,81378700
2022-07-29,160.7496810776541,163.13241257463397,159.01496687168523,162.01580810546875,101786900
2022-08-01,160.52036509832863,163.09252117561905,160.40073488481332,161.0188446044922,67829400
2022-08-02,159.61314485544992,161.91611775288482,159.1445729000321,159.52340698242188,59907000
2022-08-03,160.35089484028686,166.083409552577,160.2611721740242,165.62481689453125,82507500
2022-08-04,165.50517491057096,166.68159456040644,163.9299777052186,165.3057861328125,55474100
2022-08-05,162.93971651353576,165.57534383079556,162.73005758935318,165.076171875,56697000
2022-08-08,166.0944701995919,167.53208785668818,163.92806575898842,164.59695434570312,60276900
2022-08-09,163.74836247351178,165.5453844494596,162.97963344395,164.64686584472656,63135500
2022-08-10,167.402302730013,169.05955730846873,166.62359568394717,168.95973205566406,70170500
2022-08-11,169.77836000817638,170.70682775010692,167.91146180297088,168.21096801757812,57149200
2022-08-12,169.5387643636264,171.88486333251956,169.11944653013776,171.8149871826172,68039400
